truck_id,torque,gear,elevation,speed,rpm,voltage,estimated_weight_tonnes,expected_tpt,actual_tpt,stress_index,power_density,rpm_per_gear,status,reasons,actual_weight
truck_003,208.51,6,4.236688691212168,21.27,1472.99,25.85,8.54,24.43,24.43,41.53,1.24,245.5,Normal,[],8.13
truck_002,146.48,2,8.58633330627107,48.23,1665.48,25.26,7.15,20.48,20.48,26.08,1.01,832.74,Overload,['High RPM per Gear'],6.21
truck_003,231.74,3,-3.068990428045097,20.81,1707.43,24.13,9.49,24.43,24.43,-34.18,1.72,569.14,Normal,[],9.94
truck_001,157.18,3,-0.1032089838095888,62.99,1917.52,24.27,8.11,19.39,19.39,-0.26,1.3,639.17,Overload,['High RPM per Gear'],7.61
truck_003,199.85,5,14.239553094682517,63.37,1973.48,27.37,8.18,24.43,24.43,44.9,1.51,394.7,Normal,[],7.86
truck_001,225.83,5,14.529800680884982,62.01,1802.76,24.0,11.65,19.39,19.39,52.91,1.78,360.55,Normal,[],11.55
truck_001,88.88,2,9.501920377953017,77.9,1512.48,23.11,4.58,19.39,19.39,10.84,0.61,756.24,Overload,['High RPM per Gear'],5.09
truck_001,197.66,1,0.2350573807404732,50.76,1596.72,28.16,10.19,19.39,19.39,0.92,1.17,1596.72,Overload,['High RPM per Gear'],9.68
truck_003,246.28,4,6.612395209647076,66.39,1599.21,27.99,10.08,24.43,24.43,24.53,1.47,399.8,Normal,[],9.42
truck_003,205.19,3,1.363504190174063,36.0,2360.38,23.96,8.4,24.43,24.43,7.77,2.12,786.79,Overload,['High RPM per Gear'],8.38
truck_001,82.85,1,-4.601970325198444,61.94,1503.49,23.24,4.27,19.39,19.39,-6.16,0.56,1503.49,Overload,['High RPM per Gear'],5.19
truck_002,297.0,6,5.027929571906487,72.4,1300.8,27.09,14.5,20.48,20.48,20.62,1.49,216.8,Normal,[],15.07
truck_003,255.85,5,13.846689898700738,69.39,1250.37,25.83,10.47,24.43,24.43,51.06,1.3,250.07,Normal,[],10.17
truck_001,101.34,3,3.646677997573306,78.76,1306.36,28.53,5.23,19.39,19.39,4.69,0.49,435.45,Normal,[],4.65
truck_002,220.51,1,11.603659332353878,41.63,1716.51,25.46,10.77,20.48,20.48,61.47,1.56,1716.51,Overload,['High RPM per Gear'],11.01
truck_003,239.34,1,-2.8375329504580797,45.67,1318.39,26.71,9.8,24.43,24.43,-14.87,1.24,1318.39,Overload,['High RPM per Gear'],9.47
truck_002,108.38,6,12.6623881334955,54.62,1624.82,27.93,5.29,20.48,20.48,25.12,0.66,270.8,Normal,[],4.71
truck_003,349.72,3,11.412547868380734,27.68,2397.5,24.55,14.32,24.43,24.43,144.21,3.58,799.17,Overload,"['High Power Density', 'High RPM per Gear']",14.49
truck_002,81.48,3,-0.2862577133858117,74.5,1571.38,28.86,3.98,20.48,20.48,-0.31,0.46,523.79,Normal,[],4.04
truck_001,285.5,3,3.5421312567408485,53.28,1296.4,27.74,14.72,19.39,19.39,18.98,1.4,432.13,Normal,[],14.95
truck_001,193.91,1,0.0759528511198421,45.35,2143.86,28.84,10.0,19.39,19.39,0.32,1.51,2143.86,Overload,['High RPM per Gear'],10.63
truck_002,183.17,5,0.8018452990149587,56.81,1624.56,25.0,8.94,20.48,20.48,2.59,1.25,324.91,Normal,[],8.97
truck_003,130.69,1,0.0011351702030637,45.02,1620.56,28.15,5.35,24.43,24.43,0.0,0.79,1620.56,Overload,['High RPM per Gear'],6.0
truck_002,263.19,4,13.101562555889622,46.08,1785.71,28.56,12.85,20.48,20.48,74.84,1.72,446.43,Normal,[],12.87
truck_002,207.75,4,-0.9749927089766076,37.08,2118.18,25.82,10.14,20.48,20.48,-5.46,1.78,529.55,Normal,[],9.9
truck_001,88.96,6,-1.8658140847416167,64.49,1919.31,23.35,4.59,19.39,19.39,-2.57,0.77,319.89,Normal,[],4.87
truck_003,364.74,1,1.607618686592751,46.88,1615.41,25.03,14.93,24.43,24.43,12.51,2.47,1615.41,Overload,['High RPM per Gear'],14.41
truck_001,162.57,4,14.95027491323792,49.61,1414.08,26.08,8.38,19.39,19.39,48.99,0.92,353.52,Normal,[],8.38
truck_002,286.62,2,10.77163530216942,62.48,1505.06,28.17,14.0,20.48,20.48,49.41,1.6,752.53,Overload,['High RPM per Gear'],13.55
truck_001,79.3,5,12.366479273007355,73.59,2263.65,26.25,4.09,19.39,19.39,13.33,0.72,452.73,Normal,[],4.23
truck_002,200.05,4,-3.9758730161934186,64.73,1806.4,26.89,9.77,20.48,20.48,-12.29,1.41,451.6,Normal,[],9.65
truck_001,288.1,1,14.459547608406098,29.19,1523.12,26.54,14.86,19.39,19.39,142.73,1.73,1523.12,Overload,['High RPM per Gear'],15.63
truck_002,141.55,1,10.874348515704249,67.11,1484.78,24.73,6.91,20.48,20.48,22.94,0.89,1484.78,Overload,['High RPM per Gear'],6.12
truck_001,238.38,3,5.7259673159437305,36.48,1775.73,27.47,12.29,19.39,19.39,37.41,1.61,591.91,Normal,[],12.37
truck_001,251.4,6,1.9222197418823035,64.8,2216.31,25.26,12.97,19.39,19.39,7.46,2.31,369.38,Normal,[],13.37
truck_003,117.7,2,8.1993255560382,64.01,1666.39,25.6,4.82,24.43,24.43,15.08,0.8,833.19,Overload,['High RPM per Gear'],5.0
truck_003,360.77,2,10.191236678278166,71.18,2367.43,24.6,14.77,24.43,24.43,51.65,3.64,1183.71,Overload,"['High Power Density', 'High RPM per Gear']",13.87
truck_003,178.24,1,-4.97955400811104,56.01,1540.87,28.28,7.3,24.43,24.43,-15.85,1.02,1540.87,Overload,['High RPM per Gear'],7.06
truck_002,283.51,2,0.390212424365945,28.69,1897.84,24.01,13.84,20.48,20.48,3.86,2.35,948.92,Overload,['High RPM per Gear'],13.77
truck_003,250.33,6,8.920694644582646,76.53,1414.94,23.62,10.25,24.43,24.43,29.18,1.57,235.82,Normal,[],10.06
truck_003,251.59,2,7.462947346719137,70.43,2019.17,24.25,10.3,24.43,24.43,26.66,2.19,1009.59,Overload,['High RPM per Gear'],10.29
truck_002,187.04,3,14.171306692873934,64.08,2097.29,24.51,9.13,20.48,20.48,41.36,1.68,699.1,Overload,['High RPM per Gear'],9.23
truck_003,168.62,6,7.130517341010673,26.22,2203.09,27.89,6.9,24.43,24.43,45.85,1.39,367.18,Normal,[],6.94
truck_001,147.13,6,1.0761425147273511,50.57,2096.61,25.78,7.59,19.39,19.39,3.13,1.25,349.43,Normal,[],7.86
truck_003,104.11,1,-0.6955870946724225,23.96,1838.19,23.37,4.26,24.43,24.43,-3.02,0.86,1838.19,Overload,['High RPM per Gear'],4.42
truck_001,186.08,1,6.121146703829229,39.62,1730.99,26.88,9.6,19.39,19.39,28.75,1.25,1730.99,Overload,['High RPM per Gear'],9.18
truck_001,123.12,1,5.884000042272557,64.39,2047.12,26.21,6.35,19.39,19.39,11.25,1.01,2047.12,Overload,['High RPM per Gear'],7.87
truck_002,327.9,6,-3.579864395548229,73.53,1236.94,27.49,16.01,20.48,20.48,-15.96,1.55,206.16,Normal,[],15.91
truck_002,293.6,2,-3.917311831953585,55.81,1713.41,24.98,14.34,20.48,20.48,-20.61,2.11,856.7,Overload,['High RPM per Gear'],14.24
truck_003,391.3,4,7.249790141941668,64.28,2120.73,28.43,16.02,24.43,24.43,44.13,3.06,530.18,Overload,['High Power Density'],15.51
truck_003,294.39,5,12.308588101653722,37.79,1391.14,25.61,12.05,24.43,24.43,95.89,1.67,278.23,Normal,[],11.91
truck_003,281.68,4,2.5638936616216057,62.6,1224.03,26.42,11.53,24.43,24.43,11.54,1.37,306.01,Normal,[],10.91
truck_002,115.95,3,-1.1923345787805628,76.46,1825.38,28.98,5.66,20.48,20.48,-1.81,0.76,608.46,Overload,['High RPM per Gear'],5.41
truck_001,188.31,2,1.8684123226134772,47.59,1430.39,24.35,9.71,19.39,19.39,7.39,1.16,715.2,Overload,['High RPM per Gear'],10.53
truck_002,183.33,4,13.036766328833425,27.64,2188.47,25.46,8.95,20.48,20.48,86.46,1.65,547.12,Normal,[],9.39
truck_003,347.51,5,12.91302460803837,68.16,1367.43,27.66,14.22,24.43,24.43,65.84,1.8,273.49,Normal,[],14.73
truck_003,270.93,2,0.0804229819112549,71.58,2040.23,26.29,11.09,24.43,24.43,0.3,2.2,1020.11,Overload,['High RPM per Gear'],11.12
truck_002,81.73,1,8.226079245737335,74.68,1684.51,24.25,3.99,20.48,20.48,9.0,0.59,1684.51,Overload,['High RPM per Gear'],4.68
truck_001,304.71,6,9.966376022449817,72.13,1843.87,27.51,15.71,19.39,19.39,42.11,2.14,307.31,Normal,[],15.55
truck_003,383.46,1,13.581527205136474,72.46,1361.43,24.04,15.7,24.43,24.43,71.88,2.27,1361.43,Overload,['High RPM per Gear'],15.17
truck_002,157.43,4,14.245830833451734,59.22,2205.79,26.15,7.69,20.48,20.48,37.87,1.39,551.45,Normal,[],7.49
truck_002,210.48,5,8.649860674742975,70.85,2032.34,28.59,10.28,20.48,20.48,25.69,1.57,406.47,Normal,[],10.95
truck_003,334.85,3,6.437393787434642,73.66,1770.24,28.67,13.71,24.43,24.43,29.26,2.17,590.08,Normal,[],13.01
truck_002,102.48,5,7.0002895496127095,30.85,1849.13,24.65,5.0,20.48,20.48,23.26,0.81,369.83,Normal,[],4.89
truck_001,220.63,2,9.296213842625551,63.81,1814.97,27.27,11.38,19.39,19.39,32.14,1.54,907.48,Overload,['High RPM per Gear'],10.78
truck_003,132.74,1,-0.699548612876308,32.28,1417.81,23.08,5.43,24.43,24.43,-2.88,0.85,1417.81,Overload,['High RPM per Gear'],5.67
truck_003,228.82,4,6.349717555671926,77.04,1917.35,23.09,9.37,24.43,24.43,18.86,1.99,479.34,Normal,[],9.25
truck_001,130.77,6,2.7541332626217496,33.57,2216.07,24.85,6.74,19.39,19.39,10.73,1.22,369.34,Normal,[],6.97
truck_002,108.01,2,14.10197112331372,31.58,2259.29,27.86,5.27,20.48,20.48,48.23,0.92,1129.65,Overload,['High RPM per Gear'],4.46
truck_003,299.52,2,-4.003842448331563,35.82,1278.01,25.21,12.26,24.43,24.43,-33.48,1.59,639.0,Overload,['High RPM per Gear'],12.73
truck_003,276.69,2,9.556683251587431,25.63,1991.25,24.9,11.33,24.43,24.43,103.15,2.32,995.63,Overload,['High RPM per Gear'],11.52
truck_001,304.11,1,-3.1025857464964046,79.81,1521.41,28.11,15.68,19.39,19.39,-11.82,1.72,1521.41,Overload,['High RPM per Gear'],15.28
truck_001,153.0,1,-1.4591711788018724,58.04,1636.98,28.11,7.89,19.39,19.39,-3.85,0.93,1636.98,Overload,['High RPM per Gear'],8.47
truck_003,264.61,3,-2.0977852903678973,49.52,1672.73,26.67,10.83,24.43,24.43,-11.21,1.74,557.58,Normal,[],11.33
truck_001,125.18,5,8.129430350603297,21.11,2198.27,24.05,6.46,19.39,19.39,48.21,1.2,439.65,Normal,[],6.75
truck_001,100.26,2,9.492183871766343,37.09,2102.97,23.18,5.17,19.39,19.39,25.66,0.95,1051.48,Overload,['High RPM per Gear'],4.18
truck_001,238.94,5,-4.09880836160549,31.16,2321.44,28.86,12.32,19.39,19.39,-31.43,2.01,464.29,Normal,[],13.01
truck_001,144.15,5,2.070977084086742,48.95,1916.82,25.83,7.43,19.39,19.39,6.1,1.12,383.36,Normal,[],7.03
truck_002,258.51,4,12.774928095032838,36.2,2001.52,27.84,12.62,20.48,20.48,91.23,1.95,500.38,Normal,[],13.26
truck_001,160.75,5,13.339574980370053,62.41,2066.92,23.51,8.29,19.39,19.39,34.36,1.48,413.38,Normal,[],9.31
truck_002,138.35,3,9.32255280953475,40.67,2143.98,25.03,6.76,20.48,20.48,31.72,1.24,714.66,Overload,['High RPM per Gear'],6.79
truck_001,231.68,2,3.169747777645465,40.92,2116.38,23.58,11.95,19.39,19.39,17.95,2.18,1058.19,Overload,['High RPM per Gear'],12.49
truck_002,188.78,3,13.846870153427147,79.18,1306.28,24.75,9.22,20.48,20.48,33.01,1.04,435.43,Normal,[],8.93
truck_002,207.46,1,-2.6404200112594856,69.99,2046.74,26.46,10.13,20.48,20.48,-7.83,1.68,2046.74,Overload,['High RPM per Gear'],10.47
truck_003,154.28,5,-0.9660007473794918,45.78,1792.85,23.33,6.32,24.43,24.43,-3.26,1.24,358.57,Normal,[],5.87
truck_002,283.62,1,13.494949517287232,71.11,1829.11,24.37,13.85,20.48,20.48,53.82,2.23,1829.11,Overload,['High RPM per Gear'],13.8
truck_001,113.09,5,0.1085656209218104,50.4,2359.69,26.45,5.83,19.39,19.39,0.24,1.06,471.94,Normal,[],4.72
truck_002,192.71,1,0.8315353915153061,27.73,2226.38,26.52,9.41,20.48,20.48,5.78,1.69,2226.38,Overload,['High RPM per Gear'],8.78
truck_002,243.57,6,9.239059761311008,49.59,2228.79,23.63,11.89,20.48,20.48,45.38,2.41,371.47,Normal,[],12.1
truck_001,160.51,4,11.281338119025335,56.37,2339.44,25.04,8.28,19.39,19.39,32.13,1.57,584.86,Normal,[],7.37
truck_001,238.94,2,-3.283784565811223,78.17,1246.42,27.52,12.32,19.39,19.39,-10.04,1.13,623.21,Overload,['High RPM per Gear'],12.08
truck_002,307.39,1,14.805312794578562,64.66,2087.5,24.49,15.01,20.48,20.48,70.38,2.74,2087.5,Overload,"['High Power Density', 'High RPM per Gear']",14.15
truck_001,201.93,6,14.239878197336452,24.89,1723.01,26.34,10.41,19.39,19.39,115.55,1.38,287.17,Normal,[],10.53
truck_002,248.78,3,7.896771920403928,34.07,2077.93,24.54,12.15,20.48,20.48,57.67,2.21,692.64,Overload,['High RPM per Gear'],11.2
truck_001,100.3,6,11.855744922278582,48.89,1837.67,24.82,5.17,19.39,19.39,24.32,0.78,306.28,Normal,[],5.1
truck_002,131.15,1,5.76388743368806,67.53,1793.71,24.8,6.4,20.48,20.48,11.19,0.99,1793.71,Overload,['High RPM per Gear'],6.59
truck_001,180.18,5,11.843320601227664,33.8,1206.87,26.91,9.29,19.39,19.39,63.14,0.85,241.37,Normal,[],9.69
truck_001,284.55,2,7.860259603695322,47.91,2365.17,27.07,14.68,19.39,19.39,46.69,2.6,1182.59,Overload,"['High Power Density', 'High RPM per Gear']",14.68
truck_003,95.38,5,3.288958700709589,26.4,2307.85,27.83,3.9,24.43,24.43,11.88,0.83,461.57,Normal,[],4.3
truck_003,350.24,3,3.4168677677333648,78.16,1267.3,26.55,14.34,24.43,24.43,15.31,1.75,422.43,Normal,[],14.48
truck_002,209.68,5,7.446307129085286,59.7,1573.25,24.92,10.24,20.48,20.48,26.15,1.39,314.65,Normal,[],9.77
truck_001,293.62,2,-0.5495791164510706,79.98,1405.83,27.63,15.14,19.39,19.39,-2.02,1.56,702.91,Overload,['High RPM per Gear'],15.39
truck_001,131.63,1,12.498666487012976,71.53,1684.28,27.21,6.79,19.39,19.39,23.0,0.85,1684.28,Overload,['High RPM per Gear'],6.25
truck_002,275.46,5,4.70744742409101,41.23,2269.75,24.0,13.45,20.48,20.48,31.45,2.73,453.95,Overload,['High Power Density'],13.97
truck_002,322.62,6,8.14988459969884,31.68,1668.86,28.68,15.75,20.48,20.48,83.0,1.97,278.14,Normal,[],14.95
truck_003,155.8,4,8.852268868502014,55.53,2254.44,25.14,6.38,24.43,24.43,24.84,1.46,563.61,Normal,[],5.91
truck_002,241.13,4,-2.3854696686545074,54.28,1504.48,27.81,11.77,20.48,20.48,-10.6,1.37,376.12,Normal,[],12.28
truck_003,277.23,1,11.71385174385384,65.3,2103.53,26.11,11.35,24.43,24.43,49.73,2.34,2103.53,Overload,['High RPM per Gear'],11.38
truck_003,275.02,3,13.350359370991413,52.79,1807.16,24.33,11.26,24.43,24.43,69.55,2.14,602.39,Overload,['High RPM per Gear'],10.77
truck_003,384.54,3,14.872708969858838,25.53,1488.81,28.26,15.74,24.43,24.43,224.06,2.12,496.27,Overload,['High Stress Index'],15.38
truck_001,139.86,2,12.213037747752338,51.31,1432.17,28.35,7.21,19.39,19.39,33.29,0.74,716.09,Overload,['High RPM per Gear'],7.04
truck_001,298.96,5,-4.320573573340982,70.55,1759.13,23.56,15.42,19.39,19.39,-18.31,2.34,351.83,Normal,[],15.44
truck_003,111.32,1,-4.950908271123115,44.94,2073.98,27.79,4.56,24.43,24.43,-12.26,0.87,2073.98,Overload,['High RPM per Gear'],4.19
truck_002,233.93,3,14.368625517849395,73.23,1511.07,23.73,11.42,20.48,20.48,45.9,1.56,503.69,Normal,[],11.3
truck_001,161.85,1,1.2233392954287154,49.42,2127.29,24.01,8.35,19.39,19.39,4.01,1.5,2127.29,Overload,['High RPM per Gear'],8.42
truck_001,86.65,2,-2.357132436602789,55.73,1739.21,25.53,4.47,19.39,19.39,-3.66,0.62,869.61,Overload,['High RPM per Gear'],4.28
truck_001,155.37,1,10.099574662983263,25.34,2233.5,27.88,8.01,19.39,19.39,61.93,1.3,2233.5,Overload,['High RPM per Gear'],8.47
truck_001,219.01,1,0.353335195388853,74.7,1641.92,23.27,11.3,19.39,19.39,1.04,1.62,1641.92,Overload,['High RPM per Gear'],11.81
truck_002,270.04,2,3.16443645176464,36.43,1357.59,27.91,13.19,20.48,20.48,23.46,1.38,678.79,Overload,['High RPM per Gear'],13.54
truck_003,209.11,6,2.840590696071825,74.3,1872.0,25.7,8.56,24.43,24.43,8.0,1.59,312.0,Normal,[],7.95
truck_001,284.43,1,9.689367717506457,48.24,1453.68,26.22,14.67,19.39,19.39,57.14,1.65,1453.68,Overload,['High RPM per Gear'],15.43
truck_002,291.17,6,2.060485387173108,78.16,1582.41,25.46,14.22,20.48,20.48,7.68,1.9,263.74,Normal,[],13.92
truck_003,250.02,2,12.95527155038376,51.17,1760.17,28.16,10.23,24.43,24.43,63.31,1.64,880.09,Overload,['High RPM per Gear'],10.39
truck_003,235.0,4,3.065208424449743,76.13,2339.88,23.69,9.62,24.43,24.43,9.46,2.43,584.97,Normal,[],9.2
truck_001,127.09,3,7.92505035314381,22.09,2266.66,26.85,6.55,19.39,19.39,45.6,1.12,755.55,Overload,['High RPM per Gear'],6.46
truck_001,182.0,6,12.322575045846325,64.55,2338.77,28.64,9.39,19.39,19.39,34.75,1.56,389.8,Normal,[],8.79
truck_003,143.56,2,0.1196990758155696,59.64,1637.45,27.72,5.88,24.43,24.43,0.29,0.89,818.73,Overload,['High RPM per Gear'],5.95
truck_002,320.21,5,7.400632153564695,28.84,1391.96,23.09,15.64,20.48,20.48,82.17,2.02,278.39,Normal,[],15.3
truck_003,341.06,5,-1.759551672711206,64.37,1720.25,24.44,13.96,24.43,24.43,-9.32,2.51,344.05,Overload,['High Power Density'],14.25
truck_003,158.79,3,10.23610509909905,39.75,1840.75,23.37,6.5,24.43,24.43,40.89,1.31,613.58,Overload,['High RPM per Gear'],6.14
truck_001,94.39,2,11.86664709783875,63.08,2332.36,27.16,4.87,19.39,19.39,17.76,0.85,1166.18,Overload,['High RPM per Gear'],4.78
truck_002,213.46,5,-1.5060129715820314,39.52,1439.33,26.8,10.42,20.48,20.48,-8.13,1.2,287.87,Normal,[],11.12
truck_003,260.62,3,-3.186758229813233,60.03,1540.08,26.84,10.67,24.43,24.43,-13.83,1.57,513.36,Normal,[],11.01
truck_002,281.62,1,-1.2265541754393472,54.14,2087.41,27.7,13.75,20.48,20.48,-6.38,2.22,2087.41,Overload,['High RPM per Gear'],14.01
truck_003,246.13,4,2.792520347160208,56.39,2106.41,28.41,10.07,24.43,24.43,12.19,1.91,526.6,Normal,[],10.15
truck_003,220.61,4,2.675478607112476,28.49,2052.47,26.97,9.03,24.43,24.43,20.71,1.76,513.12,Normal,[],9.25
truck_001,268.37,5,-0.0251346741763551,45.93,2001.52,25.58,13.84,19.39,19.39,-0.15,2.2,400.3,Normal,[],14.02
truck_003,172.49,6,8.93094128571408,36.27,1556.05,28.05,7.06,24.43,24.43,42.47,1.0,259.34,Normal,[],7.43
truck_002,145.9,2,0.96761027122938,59.46,2201.6,26.35,7.12,20.48,20.48,2.37,1.28,1100.8,Overload,['High RPM per Gear'],7.2
truck_003,257.87,2,8.419178020871046,21.16,1802.42,26.53,10.56,24.43,24.43,102.61,1.83,901.21,Overload,['High RPM per Gear'],10.12
truck_003,294.48,5,10.466080802287507,48.46,1621.37,25.17,12.05,24.43,24.43,63.6,1.99,324.27,Normal,[],12.02
truck_002,229.88,1,2.5367112203233138,73.75,1529.56,24.64,11.22,20.48,20.48,7.91,1.49,1529.56,Overload,['High RPM per Gear'],11.15
truck_001,213.52,3,3.766655512287077,63.6,2273.89,27.05,11.01,19.39,19.39,12.64,1.88,757.96,Overload,['High RPM per Gear'],10.55
truck_002,239.24,5,-3.200654422780782,53.8,1336.51,23.83,11.68,20.48,20.48,-14.23,1.4,267.3,Normal,[],11.64
truck_001,189.36,3,7.084790206642847,69.0,2113.62,24.57,9.77,19.39,19.39,19.44,1.71,704.54,Overload,['High RPM per Gear'],9.24
truck_003,304.03,2,-3.931724735009028,56.91,1256.88,26.68,12.44,24.43,24.43,-21.01,1.5,628.44,Overload,['High RPM per Gear'],12.33
truck_003,278.19,5,4.501853369747238,33.44,2223.77,24.52,11.39,24.43,24.43,37.45,2.64,444.75,Overload,['High Power Density'],11.05
truck_003,235.79,1,1.9533134151773317,26.98,1246.67,27.35,9.65,24.43,24.43,17.07,1.13,1246.67,Overload,['High RPM per Gear'],9.5
truck_003,96.02,4,0.9119824996975704,76.7,2385.21,25.84,3.93,24.43,24.43,1.14,0.93,596.3,Normal,[],4.28
truck_003,98.01,2,-2.1488748573011995,70.3,2077.46,26.99,4.01,24.43,24.43,-3.0,0.79,1038.73,Overload,['High RPM per Gear'],5.3
truck_003,210.07,1,10.443046629862309,71.64,1215.88,27.11,8.6,24.43,24.43,30.62,0.99,1215.88,Overload,['High RPM per Gear'],8.27
truck_001,291.77,3,10.322435026902603,24.1,2191.68,24.57,15.05,19.39,19.39,124.96,2.73,730.56,Overload,"['High Power Density', 'High RPM per Gear']",15.34
truck_001,273.93,1,-1.706594749853898,53.95,1575.19,24.07,14.13,19.39,19.39,-8.67,1.88,1575.19,Overload,['High RPM per Gear'],15.08
truck_003,333.68,3,2.262574209792718,77.1,2335.57,23.87,13.66,24.43,24.43,9.79,3.42,778.52,Overload,"['High Power Density', 'High RPM per Gear']",12.92
truck_001,217.22,5,2.855218378494384,20.26,1528.65,26.59,11.2,19.39,19.39,30.61,1.31,305.73,Normal,[],11.16
truck_003,131.49,6,-4.256385301174703,41.65,1220.96,24.15,5.38,24.43,24.43,-13.44,0.7,203.49,Normal,[],5.33
truck_003,171.57,6,3.3934458431453667,78.88,1619.38,28.53,7.02,24.43,24.43,7.38,1.02,269.9,Normal,[],6.93
truck_002,222.84,4,13.35049454460696,47.01,2093.16,25.8,10.88,20.48,20.48,63.29,1.89,523.29,Normal,[],10.93
truck_002,123.83,2,1.268267297073402,42.84,1222.26,27.35,6.05,20.48,20.48,3.67,0.58,611.13,Overload,['High RPM per Gear'],6.39
truck_001,189.39,3,7.277916844158268,38.7,2388.71,25.67,9.77,19.39,19.39,35.62,1.85,796.24,Overload,['High RPM per Gear'],9.78
truck_003,173.16,2,8.759680430473395,39.37,1854.59,23.88,7.09,24.43,24.43,38.53,1.41,927.29,Overload,['High RPM per Gear'],7.05
truck_002,285.06,1,5.119666583141269,43.92,1343.56,25.5,13.92,20.48,20.48,33.23,1.57,1343.56,Overload,['High RPM per Gear'],14.02
truck_002,129.32,1,-3.242673381361145,60.98,1896.62,26.57,6.31,20.48,20.48,-6.88,0.97,1896.62,Overload,['High RPM per Gear'],5.19
truck_001,131.71,3,5.601769938288479,69.88,1638.05,23.6,6.79,19.39,19.39,10.56,0.96,546.02,Normal,[],7.2
truck_003,108.48,5,3.979595481276794,39.8,2169.8,23.78,4.44,24.43,24.43,10.85,1.04,433.96,Normal,[],4.09
truck_001,248.84,2,1.6455814078399331,74.04,1318.65,23.7,12.83,19.39,19.39,5.53,1.45,659.32,Overload,['High RPM per Gear'],13.81
truck_001,165.1,3,7.661372197302141,53.25,2046.43,25.5,8.51,19.39,19.39,23.75,1.39,682.14,Overload,['High RPM per Gear'],6.69
truck_003,207.54,1,2.9901295052112857,79.16,1320.83,25.54,8.5,24.43,24.43,7.84,1.12,1320.83,Overload,['High RPM per Gear'],8.72
truck_002,205.04,5,12.386802158147102,34.26,1297.43,26.76,10.01,20.48,20.48,74.13,1.04,259.49,Normal,[],9.64
truck_001,144.54,5,8.727444655452867,32.74,2229.11,23.35,7.45,19.39,19.39,38.53,1.44,445.82,Normal,[],7.35
truck_003,147.66,1,3.6615220517358527,62.18,1419.2,26.66,6.04,24.43,24.43,8.7,0.82,1419.2,Overload,['High RPM per Gear'],5.85
truck_003,317.75,4,2.7824601923006043,53.46,1892.11,23.99,13.01,24.43,24.43,16.54,2.62,473.03,Overload,['High Power Density'],13.4
truck_003,297.67,3,3.018054451582522,65.67,1779.05,28.64,12.18,24.43,24.43,13.68,1.94,593.02,Normal,[],12.11
truck_003,377.74,1,5.940562928488955,23.2,1678.32,24.62,15.46,24.43,24.43,96.72,2.7,1678.32,Overload,"['High Power Density', 'High RPM per Gear']",15.62
truck_001,152.44,3,1.478106331264037,50.85,2255.62,25.13,7.86,19.39,19.39,4.43,1.43,751.87,Overload,['High RPM per Gear'],7.7
truck_002,294.45,3,-4.929267525935508,75.87,1633.74,25.38,14.38,20.48,20.48,-19.13,1.98,544.58,Normal,[],14.6
truck_002,226.51,4,10.999833451110696,76.15,1683.88,27.25,11.06,20.48,20.48,32.72,1.47,420.97,Normal,[],11.53
truck_003,133.41,3,11.766756411867703,53.33,2027.96,28.83,5.46,24.43,24.43,29.44,0.98,675.99,Overload,['High RPM per Gear'],4.83
truck_002,307.61,2,2.0020960856912744,33.46,1623.41,26.87,15.02,20.48,20.48,18.4,1.95,811.71,Overload,['High RPM per Gear'],14.81
truck_003,280.23,4,-2.96063262074153,24.38,1754.71,24.81,11.47,24.43,24.43,-34.03,2.08,438.68,Normal,[],11.13
truck_001,201.26,3,-2.5646724480086918,71.91,1879.57,27.27,10.38,19.39,19.39,-7.18,1.45,626.52,Overload,['High RPM per Gear'],10.11
truck_001,276.14,5,12.21860965157392,69.3,1346.75,28.09,14.24,19.39,19.39,48.69,1.39,269.35,Normal,[],13.75
truck_001,172.12,5,12.395371360278515,45.92,2170.04,24.58,8.88,19.39,19.39,46.46,1.59,434.01,Normal,[],8.05
truck_003,272.86,6,0.5215027213882077,46.62,1304.44,24.72,11.17,24.43,24.43,3.05,1.51,217.41,Normal,[],11.13
truck_003,362.0,2,7.9431912225391486,75.05,2015.8,27.87,14.82,24.43,24.43,38.32,2.74,1007.9,Overload,"['High Power Density', 'High RPM per Gear']",14.85
truck_002,146.67,3,5.20138377901416,34.65,1602.13,28.18,7.16,20.48,20.48,22.01,0.87,534.04,Normal,[],7.01
truck_003,302.43,5,14.2293491810202,39.25,1775.45,27.87,12.38,24.43,24.43,109.63,2.02,355.09,Normal,[],12.14
truck_003,245.47,5,2.700824756808233,70.19,2339.95,27.83,10.05,24.43,24.43,9.45,2.16,467.99,Normal,[],10.18
truck_001,280.76,1,2.0288334694136694,30.03,1240.07,25.31,14.48,19.39,19.39,18.97,1.44,1240.07,Overload,['High RPM per Gear'],14.7
truck_002,296.7,3,-0.6507583281722447,75.73,1568.4,25.39,14.49,20.48,20.48,-2.55,1.92,522.8,Normal,[],14.27
truck_003,188.74,1,0.4810841485909556,23.91,1259.91,23.69,7.73,24.43,24.43,3.8,1.05,1259.91,Overload,['High RPM per Gear'],7.52
truck_001,181.38,4,3.3673782026401438,75.74,2292.9,27.29,9.35,19.39,19.39,8.06,1.6,573.23,Normal,[],9.5
truck_003,285.09,6,2.6221865201656573,56.82,1948.35,25.89,11.67,24.43,24.43,13.16,2.25,324.73,Normal,[],12.39
